image,style,item_gender,어울리는계절,적합한착용상황,핏평가,색깔,색감,분위기,멋있다,도시적이다,트렌디하다,세련되다,깔끔하다,화려하다,독특하다,무난하다,개방적이다,실용적이다,활동적이다,편안하다,발랄하다,여성적이다,남성적이다,부드럽다
T_18561_19_normcore_M.webp,normcore,남성,봄/가을,출근,적당함,어두움,따듯함,무거움,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
T_18562_19_normcore_M.webp,normcore,남성,겨울,데이트,적당함,밝음,따듯함,무거움,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
T_18564_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,무거움,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False
T_18565_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
T_18566_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_18567_19_normcore_M.webp,normcore,남성,겨울,출근,적당함,어두움,따듯함,무거움,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False
T_18568_19_normcore_M.webp,normcore,남성,겨울,사교모임,적당함,어두움,따듯함,무거움,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
T_18569_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
T_18571_19_normcore_M.webp,normcore,남성,여름,공식행사,타이트함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
T_18572_19_normcore_M.webp,normcore,남성,봄/가을,데이트,타이트함,어두움,차가움,무거움,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
T_18573_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,타이트함,어두움,차가움,가벼움,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
T_18574_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
T_18575_19_normcore_M.webp,normcore,남성,겨울,출근,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
T_18576_19_normcore_M.webp,normcore,남성,봄/가을,데이트,타이트함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
T_18577_19_normcore_M.webp,normcore,남성,겨울,데이트,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
T_18578_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,어두움,차가움,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
T_18579_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
T_18580_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False
T_18581_19_normcore_M.webp,normcore,남성,겨울,출근,적당함,어두움,차가움,무거움,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
T_18582_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,적당함,어두움,차가움,무거움,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
T_18583_19_normcore_M.webp,normcore,남성,겨울,출근,적당함,어두움,차가움,무거움,True,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False
T_18584_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18585_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,타이트함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
T_18586_19_normcore_M.webp,normcore,남성,봄/가을,출근,헐렁함,어두움,차가움,무거움,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True
T_18587_19_normcore_M.webp,normcore,남성,겨울,출근,적당함,밝음,따듯함,가벼움,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True
T_18588_19_normcore_M.webp,normcore,남성,여름,데이트,타이트함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
T_18589_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,타이트함,어두움,차가움,무거움,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
T_18590_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18591_19_normcore_M.webp,normcore,남성,겨울,데이트,적당함,밝음,따듯함,가벼움,True,False,True,True,True,False,False,True,False,True,True,True,True,False,False,True
T_18592_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False
T_18593_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,차가움,무거움,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
T_18594_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True
T_18595_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18597_19_normcore_M.webp,normcore,남성,봄/가을,기타,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18598_19_normcore_M.webp,normcore,남성,봄/가을,기타,적당함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18601_19_normcore_M.webp,normcore,남성,봄/가을,기타,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18604_19_normcore_M.webp,normcore,남성,여름,기타,헐렁함,밝음,차가움,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18607_19_normcore_M.webp,normcore,남성,여름,여행/휴가,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18609_19_normcore_M.webp,normcore,남성,봄/가을,여행/휴가,적당함,밝음,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18610_19_normcore_M.webp,normcore,남성,봄/가을,기타,적당함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18612_19_normcore_M.webp,normcore,남성,여름,기타,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18613_19_normcore_M.webp,normcore,남성,봄/가을,기타,적당함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18615_19_normcore_M.webp,normcore,남성,봄/가을,여행/휴가,헐렁함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18616_19_normcore_M.webp,normcore,남성,여름,기타,적당함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18618_19_normcore_M.webp,normcore,남성,봄/가을,기타,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
T_18619_19_normcore_M.webp,normcore,남성,겨울,기타,적당함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18620_19_normcore_M.webp,normcore,남성,여름,기타,헐렁함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18622_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18623_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18625_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18626_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
T_18628_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18629_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
T_18631_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T_18632_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18634_19_normcore_M.webp,normcore,남성,여름,여행/휴가,적당함,어두움,차가움,무거움,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False
T_18637_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
T_18638_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_18640_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18643_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18645_19_normcore_M.webp,normcore,남성,봄/가을,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
T_18646_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
T_18647_19_normcore_M.webp,normcore,남성,여름,출근,적당함,어두움,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_18648_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_18649_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
T_18650_19_normcore_M.webp,normcore,남성,겨울,데이트,적당함,어두움,차가움,무거움,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
T_18651_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
T_18652_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
T_18653_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
T_18654_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T_18655_19_normcore_M.webp,normcore,남성,여름,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
T_18656_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
T_18657_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False
T_18658_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,따듯함,무거움,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
T_18659_19_normcore_M.webp,normcore,남성,봄/가을,출근,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_18660_19_normcore_M.webp,normcore,남성,여름,데이트,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
T_18661_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
T_18662_19_normcore_M.webp,normcore,남성,겨울,레저스포츠,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18663_19_normcore_M.webp,normcore,남성,여름,출근,적당함,어두움,따듯함,가벼움,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
T_18664_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,무거움,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
T_18665_19_normcore_M.webp,normcore,남성,봄/가을,출근,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
T_18666_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
T_18667_19_normcore_M.webp,normcore,남성,겨울,데이트,타이트함,어두움,따듯함,무거움,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18668_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
T_18669_19_normcore_M.webp,normcore,남성,겨울,여행/휴가,헐렁함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
T_18670_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,밝음,따듯함,가벼움,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
T_18671_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,따듯함,가벼움,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
T_18672_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
T_18674_19_normcore_M.webp,normcore,남성,여름,레저스포츠,헐렁함,밝음,차가움,가벼움,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
T_18675_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,차가움,무거움,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
T_18677_19_normcore_M.webp,normcore,남성,여름,데이트,적당함,밝음,따듯함,가벼움,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
T_18678_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,무거움,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False
T_18680_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,가벼움,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
T_18682_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
T_18683_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,차가움,무거움,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
T_18686_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
T_18688_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
T_18689_19_normcore_M.webp,normcore,남성,여름,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False
T_18691_19_normcore_M.webp,normcore,남성,봄/가을,레저스포츠,타이트함,밝음,차가움,가벼움,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
T_18692_19_normcore_M.webp,normcore,남성,여름,출근,헐렁함,밝음,차가움,가벼움,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
T_18694_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
T_18695_19_normcore_M.webp,normcore,남성,봄/가을,데이트,헐렁함,밝음,따듯함,가벼움,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False
T_18697_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
T_18699_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,차가움,가벼움,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,False
T_18701_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_18702_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_18705_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
T_18707_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_18708_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_18710_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,타이트함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_18711_19_normcore_M.webp,normcore,남성,봄/가을,여행/휴가,타이트함,밝음,따듯함,가벼움,True,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False
T_18713_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,차가움,가벼움,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
T_18714_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,차가움,가벼움,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
T_18716_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,차가움,가벼움,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False
T_18717_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,타이트함,어두움,차가움,가벼움,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False
T_18719_19_normcore_M.webp,normcore,남성,겨울,여행/휴가,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_18720_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,어두움,따듯함,무거움,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
T_18721_19_normcore_M.webp,normcore,남성,겨울,여행/휴가,헐렁함,밝음,따듯함,무거움,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
T_18722_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_18723_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_18724_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_18725_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,차가움,무거움,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False
T_18726_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,무거움,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
T_18727_19_normcore_M.webp,normcore,남성,여름,데이트,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False
T_18728_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
T_18729_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
T_18730_19_normcore_M.webp,normcore,남성,봄/가을,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
T_18731_19_normcore_M.webp,normcore,남성,겨울,데이트,적당함,밝음,따듯함,가벼움,True,True,True,True,True,False,True,True,False,True,False,True,False,False,True,True
T_18732_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_18733_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
T_18734_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,타이트함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
T_18735_19_normcore_M.webp,normcore,남성,겨울,데이트,적당함,어두움,따듯함,가벼움,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
T_18736_19_normcore_M.webp,normcore,남성,여름,데이트,적당함,밝음,따듯함,가벼움,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False
T_18737_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
T_18738_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_18739_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18741_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_18742_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T_18743_19_normcore_M.webp,normcore,남성,여름,데이트,적당함,밝음,따듯함,가벼움,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False
T_18744_19_normcore_M.webp,normcore,남성,봄/가을,데이트,타이트함,어두움,차가움,무거움,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
T_18745_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False
T_18746_19_normcore_M.webp,normcore,남성,여름,출근,적당함,어두움,차가움,무거움,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T_18747_19_normcore_M.webp,normcore,남성,겨울,여행/휴가,적당함,밝음,따듯함,가벼움,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_18748_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
T_18749_19_normcore_M.webp,normcore,남성,봄/가을,출근,헐렁함,어두움,차가움,가벼움,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
T_18751_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
T_18752_19_normcore_M.webp,normcore,남성,여름,레저스포츠,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
T_18754_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18755_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
T_18757_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True
T_18758_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,밝음,따듯함,무거움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
T_18760_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18763_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False
T_18764_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18766_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,따듯함,무거움,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
T_18769_19_normcore_M.webp,normcore,남성,여름,레저스포츠,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True
T_18771_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18772_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
T_18773_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T_18775_19_normcore_M.webp,normcore,남성,여름,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
T_18776_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
T_18778_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
T_18781_19_normcore_M.webp,normcore,남성,겨울,데이트,타이트함,어두움,차가움,무거움,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
T_18783_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
T_18784_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T_18786_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
T_18787_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,차가움,무거움,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
T_18789_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
